~A D.M	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43
2173.4	10393.5	8086.5	6049.5	4512	3304.5	2323.5	1666.5	1282.5	963	711	559.5	388.5	357	283.5	166.5	159	178.5	97.5	78	72	60	37.5	52.5	39	30	15	19.5	9	7.5	15	9	9	9	10.5	4.5	0	1.5	3	1.5	1.5	1.5	1.5	0
2173.1	10095	7768	5693	4187	3046	2009	1395	1018	680	478	352	243	165	126	93	69	67	31	36	31	25	16	27	12	10	5	9	4	3	3	2	1	1	2	1	0	1	1	0	0	2	1	0
2172.8	10058	7949	6109	4503	3320	2333	1705	1229	899	668	509	383	261	229	156	118	91	83	58	41	26	38	28	14	10	11	11	11	5	4	5	4	0	0	2	0	1	0	0	1	0	1	1
2172.5	10201.5	8362.5	6418.5	4960.5	3739.5	2889	2151	1702.5	1305	985.5	801	607.5	484.5	423	297	262.5	207	178.5	100.5	99	84	72	57	43.5	27	40.5	19.5	27	22.5	18	7.5	15	1.5	0	6	1.5	1.5	4.5	0	4.5	0	0	0
2172.2	10243	8189	6210	4930	3719	2903	2110	1680	1258	1002	744	581	494	351	313	237	188	145	109	109	85	66	58	38	30	34	13	24	16	15	10	12	4	3	8	2	1	3	0	2	1	0	0
2171.9	10154	8229	6330	4776	3662	2879	2025	1541	1102	959	676	565	404	310	276	214	167	130	92	76	59	57	47	23	22	28	15	12	7	10	14	2	2	7	3	0	1	3	1	1	2	0	0
2171.6	10306.5	8326.5	6525	4890	3849	3093	2200.5	1677	1276.5	1014	825	652.5	498	378	292.5	291	175.5	159	130.5	91.5	67.5	54	58.5	40.5	30	31.5	21	24	3	10.5	12	4.5	10.5	7.5	1.5	1.5	3	3	3	1.5	6	1.5	0
2171.3	10405	8243	6540	4951	3818	2974	2292	1767	1370	1103	864	728	537	455	362	304	214	198	187	143	99	91	66	58	39	45	29	32	17	16	10	14	14	6	4	4	5	2	2	5	5	1	0
2171.0	10183	8024	6194	4480	3370	2520	1899	1392	1059	835	650	505	373	322	289	199	167	162	108	106	79	63	59	38	26	24	14	16	21	15	10	9	8	5	4	5	4	2	2	2	2	2	0
2170.7	9852	7725	5763	4119	2838	2157	1398	960	700.5	481.5	343.5	220.5	181.5	133.5	96	79.5	64.5	42	34.5	33	19.5	21	18	7.5	6	4.5	4.5	4.5	1.5	4.5	4.5	4.5	6	4.5	0	1.5	1.5	0	0	1.5	1.5	1.5	0
2170.4	9702	7406	5432	4017	2738	1919	1236	886	587	385	247	171	127	94	53	49	36	25	12	9	7	7	6	3	4	2	1	1	2	0	2	1	1	0	0	1	0	0	1	1	2	0	0
2170.1	9572	7212	5360	3757	2500	1712	1114	721	480	320	210	129	92	66	30	26	21	22	6	1	5	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2169.8	9664.5	7251	5614.5	3921	2737.5	1905	1221	810	643.5	357	234	181.5	120	82.5	45	45	24	21	12	3	6	3	7.5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2169.5	9894	7457	5735	4106	2907	2085	1438	1012	668	449	327	240	158	125	87	75	49	37	32	11	7	9	16	6	5	3	2	2	0	2	1	0	1	0	1	1	0	0	1	0	0	0	0
2169.2	10103	7798	5938	4328	3172	2302	1665	1189	870	694	484	363	253	238	182	143	97	63	62	45	38	31	18	22	14	11	9	8	6	5	6	6	5	0	2	1	2	0	1	1	0	1	0
2168.9	10416	8116.5	6205.5	4690.5	3507	2626.5	1939.5	1483.5	1078.5	889.5	711	493.5	370.5	346.5	252	231	141	126	97.5	87	72	55.5	30	43.5	19.5	21	24	13.5	16.5	9	7.5	9	9	3	3	0	1.5	1.5	0	1.5	0	3	0
2168.6	10419	8317	6378	4798	3631	2821	2137	1598	1237	974	782	649	481	409	316	251	193	171	147	111	85	81	62	60	39	34	45	28	22	13	14	4	14	6	5	6	4	3	4	0	1	1	1
2168.3	10491	8308.5	6418.5	4830	3649.5	2772	2191.5	1621.5	1329	1038	790.5	709.5	573	475.5	357	300	238.5	211.5	184.5	142.5	103.5	93	78	73.5	37.5	54	45	31.5	25.5	27	25.5	13.5	18	6	12	10.5	4.5	4.5	6	0	1.5	0	0
2168.0	10448	8140	6227	4734	3481	2518	1946	1461	1088	840	617	554	430	334	265	238	204	184	128	105	82	63	60	55	32	40	30	25	24	13	21	11	11	6	8	6	4	3	4	3	1	0	0
2167.7	10301	7779	5854	4275	3093	2091	1490	1004	742	551	406	327	225	178	111	99	78	75	51	38	30	28	18	21	17	11	13	6	11	5	5	4	1	0	1	1	3	4	2	1	1	0	1
2167.4	10165.5	7755	5749.5	4114.5	2860.5	1831.5	1213.5	871.5	579	409.5	301.5	198	130.5	114	49.5	42	31.5	24	21	15	4.5	7.5	6	7.5	3	0	0	1.5	1.5	0	0	1.5	0	0	0	0	0	3	1.5	0	0	0	0
2167.1	10346	7704	5748	4117	2829	1858	1256	852	598	410	265	191	129	96	51	42	24	20	15	10	7	4	4	7	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
2166.8	10338	7931	5863	4255	3057	2001	1448	1024	733	556	359	270	213	142	97	62	46	52	42	22	16	15	16	8	9	7	6	7	3	8	3	2	1	2	2	2	1	2	0	0	2	0	1
2166.5	10407	8092.5	6057	4654.5	3544.5	2478	1945.5	1495.5	1114.5	853.5	619.5	507	402	292.5	270	190.5	171	141	109.5	85.5	66	63	49.5	27	36	27	18	15	19.5	19.5	12	6	6	10.5	9	4.5	4.5	6	3	3	1.5	3	6
2166.2	10421	8276	6306	4971	3861	2856	2226	1693	1369	1099	899	714	557	487	405	341	323	240	193	176	149	111	92	78	67	64	60	45	34	25	24	24	25	15	19	12	10	10	14	3	1	6	3
2165.9	10555	8343	6540	5013	3879	2997	2249	1733	1489	1162	1003	824	631	553	466	436	353	289	246	220	197	154	119	138	92	81	82	65	59	48	41	31	39	26	26	21	14	17	16	9	5	6	8
2165.6	10620	8382	6591	4995	3676.5	2977.5	2277	1795.5	1570.5	1150.5	1014	897	717	609	490.5	499.5	366	300	294	207	208.5	163.5	157.5	118.5	109.5	78	67.5	64.5	72	51	43.5	28.5	46.5	27	21	21	30	22.5	9	10.5	12	7.5	4.5
2165.3	10392	8212	6305	4881	3652	2890	2157	1644	1434	1128	927	785	672	526	480	415	331	293	271	201	196	148	135	122	103	74	73	61	65	55	44	30	44	31	21	23	26	14	12	12	11	9	5
2165.0	10049	7657	5893	4376	3150	2286	1610	1183	924	664	540	441	327	275	230	190	143	122	97	95	84	54	41	56	42	27	34	24	26	12	19	17	20	13	7	9	6	6	6	4	1	2	2
2164.7	9852	7689	5620.5	4122	2916	2041.5	1393.5	1000.5	709.5	475.5	369	300	213	154.5	138	88.5	76.5	57	49.5	30	30	22.5	9	13.5	9	9	13.5	9	3	6	1.5	3	3	3	0	1.5	1.5	3	1.5	1.5	0	0	1.5
2164.4	10007	7681	5735	4164	2943	2080	1439	1007	748	500	407	307	227	176	151	95	86	76	44	44	26	26	24	22	21	10	10	12	3	10	0	3	2	3	1	0	2	3	2	1	0	0	1
2164.1	10244	8033	5898	4349	3251	2288	1683	1213	907	641	516	400	278	209	209	138	119	104	70	65	52	36	37	24	21	15	18	16	7	7	3	7	3	3	4	4	3	3	1	0	0	1	1
2163.8	10209	7887	5917.5	4362	3177	2281.5	1645.5	1221	832.5	594	492	367.5	276	177	195	135	115.5	88.5	61.5	61.5	49.5	36	25.5	25.5	16.5	7.5	16.5	9	4.5	3	1.5	3	3	3	4.5	3	3	3	0	0	0	0	0
2163.5	10256	7943	6075	4475	3167	2275	1604	1181	872	643	480	338	293	217	165	151	106	83	60	48	46	40	29	23	19	16	14	6	5	5	2	1	2	1	5	1	1	1	1	0	0	1	0
2163.2	10313	8096	6130	4538	3243	2345	1691	1227	950	711	547	385	361	254	181	170	119	103	75	63	65	40	35	27	31	32	17	8	15	14	6	13	5	3	3	3	1	3	4	1	1	2	0
2162.9	10461	8175	6232.5	4585.5	3396	2520	1773	1302	1057.5	781.5	600	448.5	432	285	225	214.5	150	151.5	121.5	85.5	87	64.5	40.5	54	33	30	25.5	16.5	16.5	19.5	16.5	18	6	9	3	0	3	4.5	7.5	1.5	4.5	0	3
2162.6	10523	8244	6258	4756	3521	2696	1982	1532	1158	869	759	608	485	392	274	259	221	163	166	115	99	89	70	71	37	50	33	36	21	24	26	13	8	20	9	8	5	4	3	2	4	1	2
2162.3	10250	8004	6049	4553	3308	2375	1718	1329	986	714	569	446	312	282	215	173	172	108	106	84	52	51	61	39	22	25	28	23	12	12	14	8	2	13	4	5	1	1	2	1	1	0	2
2162.0	9904.5	7404	5671.5	4044	2728.5	1813.5	1257	774	595.5	418.5	283.5	181.5	121.5	97.5	70.5	52.5	49.5	31.5	18	25.5	15	7.5	16.5	9	1.5	0	3	3	1.5	0	7.5	1.5	0	4.5	0	0	0	0	0	1.5	0	0	0
2161.7	9500	7020	5153	3667	2391	1536	1062	641	416	279	166	116	73	41	31	26	16	8	10	2	4	2	4	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
2161.4	9337	6907	4885	3421	2257	1468	963	584	382	210	120	111	69	33	17	10	17	6	6	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2161.1	9192	6649.5	4701	3372	2133	1372.5	903	496.5	336	204	93	82.5	48	24	18	3	13.5	4.5	3	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2160.8	9311	6876	4967	3433	2248	1400	967	579	370	237	128	65	50	31	21	16	9	4	5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2160.5	9514	7157	5308	3626	2486	1653	1092	716	455	316	183	117	84	53	29	31	22	16	8	12	3	2	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2160.2	9748.5	7566	5526	3910.5	2842.5	1984.5	1359	898.5	640.5	430.5	300	219	124.5	76.5	60	46.5	36	33	22.5	30	13.5	12	6	3	3	1.5	0	3	0	3	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0
2159.9	10137	8034	6031	4470	3349	2513	1808	1284	1002	715	542	413	332	222	186	137	125	85	77	67	47	40	36	21	26	16	17	12	6	10	5	6	6	5	1	4	2	0	2	3	0	1	1
2159.6	10688	8524	6686	5230	4091	3194	2486	1939	1584	1237	1064	880	767	575	531	415	359	291	257	224	159	133	117	94	107	86	67	50	43	39	31	32	21	25	15	23	14	7	7	9	7	8	8
2159.3	10981.5	8712	6969	5523	4243.5	3378	2733	2236.5	1729.5	1377	1230	1095	861	766.5	622.5	519	465	411	361.5	321	223.5	216	163.5	139.5	144	115.5	73.5	67.5	66	58.5	48	51	43.5	33	37.5	28.5	22.5	16.5	15	18	12	10.5	10.5
2159.0	10855	8587	6756	5359	3968	3104	2428	1887	1505	1157	983	828	669	572	440	363	337	311	241	219	167	162	144	109	98	80	72	43	52	43	31	30	29	28	25	20	18	16	18	10	11	7	5
2158.7	10559	8381	6405	4791	3543	2617	1952	1460	1142	844	635	512	420	337	268	215	181	149	105	98	78	65	64	46	36	37	33	17	22	17	16	14	7	11	5	7	8	5	6	3	6	0	3
2158.4	10204.5	7834.5	5752.5	4185	3007.5	2086.5	1510.5	1086	708	471	352.5	274.5	243	160.5	130.5	79.5	81	52.5	40.5	36	31.5	22.5	28.5	13.5	10.5	10.5	6	13.5	9	4.5	6	0	1.5	1.5	0	1.5	0	0	3	4.5	1.5	0	0
2158.1	9927	7785	5760	4107	2984	2074	1458	1063	709	439	326	237	207	133	97	73	63	44	37	24	14	21	12	7	5	6	6	7	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0
2157.8	10082	7865	6071	4270	3215	2280	1611	1139	829	587	429	322	276	159	133	89	80	67	45	36	28	22	12	9	8	4	6	5	4	3	3	0	1	1	1	0	1	0	0	0	0	1	0
2157.5	10065	7704	5871	4138.5	2919	2043	1446	888	655.5	448.5	324	192	160.5	90	67.5	43.5	40.5	34.5	24	24	16.5	7.5	4.5	1.5	3	3	0	0	3	1.5	4.5	0	1.5	0	0	0	0	0	0	0	0	1.5	0
2157.2	10107	7792	5884	4358	3217	2258	1699	1203	858	638	487	340	240	191	175	115	107	82	61	50	43	34	28	17	20	10	17	9	2	2	2	4	5	3	3	1	1	0	1	1	1	0	1
2156.9	10439	8318	6562	4983	3898	3043	2493	1922	1482	1201	1017	805	648	560	461	387	340	262	229	187	158	150	116	99	84	59	64	56	30	25	19	30	22	18	11	8	11	5	9	4	6	5	2
2156.6	10699.5	8559	6654	5245.5	4089	3181.5	2667	2023.5	1627.5	1344	1126.5	952.5	751.5	684	481.5	501	388.5	334.5	297	225	181.5	177	141	117	112.5	82.5	84	76.5	48	45	31.5	34.5	45	13.5	18	16.5	18	7.5	10.5	12	7.5	6	7.5
2156.3	10456	8264	6328	4754	3624	2691	2068	1570	1253	931	752	591	453	371	296	280	214	187	155	110	93	78	71	63	60	37	32	37	23	32	16	13	20	5	5	12	11	1	6	5	3	5	6
2156.0	10430	8146	6206	4813	3456	2611	1871	1394	986	754	572	415	362	260	175	146	115	84	57	54	41	38	32	22	11	13	12	8	8	6	8	4	2	0	2	1	3	2	0	0	0	2	0
2155.7	10333.5	8286	6309	5056.5	3862.5	2980.5	2214	1684.5	1180.5	996	744	591	493.5	378	259.5	219	181.5	126	135	114	66	61.5	42	37.5	24	22.5	34.5	12	18	10.5	12	4.5	6	1.5	4.5	3	1.5	6	0	0	4.5	1.5	0
2155.4	10662	8649	6839	5540	4378	3459	2768	2192	1731	1507	1199	928	779	702	560	439	394	324	275	245	212	160	145	109	97	74	65	45	61	39	36	26	32	25	26	15	8	9	4	5	7	6	5
2155.1	10890	8956	7190	5768	4550	3775	3070	2526	2102	1712	1497	1170	1071	972	782	614	569	482	411	359	306	267	246	213	174	155	127	116	117	91	65	63	62	43	43	37	32	25	26	18	19	18	9
2154.8	10848	9024	7120.5	5715	4615.5	3709.5	3054	2491.5	2034	1591.5	1410	1219.5	1086	961.5	843	664.5	549	490.5	403.5	324	300	295.5	255	234	186	148.5	135	144	124.5	102	66	81	66	40.5	42	28.5	55.5	39	37.5	25.5	19.5	25.5	10.5
2154.5	10728	8674	6737	5361	4134	3181	2588	2109	1625	1288	1079	1004	850	696	580	502	389	386	297	244	242	206	184	163	126	101	87	91	73	69	48	55	44	34	21	20	27	19	21	21	13	16	6
2154.2	10172	7838	5892	4395	3062	2205	1603	1241	876	641	516	442	359	256	191	171	133	108	89	93	71	51	55	50	37	30	28	23	17	11	19	13	11	6	6	7	6	6	7	6	4	3	5
2153.9	9865.5	7506	5470.5	4017	2602.5	1848	1254	855	585	376.5	259.5	202.5	151.5	87	75	69	64.5	25.5	27	27	13.5	13.5	10.5	7.5	7.5	10.5	9	7.5	0	1.5	3	3	1.5	1.5	0	0	1.5	1.5	0	1.5	1.5	0	0
2153.6	9920	7547	5502	3872	2709	1847	1243	836	601	386	255	203	148	105	76	62	46	29	27	17	13	11	7	8	15	5	10	7	1	3	3	3	1	3	0	0	2	1	0	2	1	1	0
2153.3	9932	7467	5517	3852	2702	1846	1312	870	582	386	302	196	156	108	66	58	46	35	28	24	17	10	19	15	13	6	8	6	3	2	1	4	2	1	1	0	1	0	0	0	0	1	2
2153.0	9973.5	7393.5	5454	3960	2719.5	1869	1221	873	564	405	283.5	199.5	130.5	109.5	64.5	64.5	61.5	37.5	28.5	31.5	24	9	19.5	12	3	10.5	3	3	3	1.5	0	4.5	0	0	3	0	3	0	0	0	0	0	6
2152.7	9947	7495	5519	4025	2698	1840	1216	825	558	393	299	174	152	98	81	63	65	45	28	27	20	16	9	10	7	12	5	3	5	3	1	3	2	1	3	1	3	1	2	1	0	0	3
2152.4	9940.5	7492.5	5494.5	3876	2721	1882.5	1237.5	832.5	553.5	402	297	162	169.5	96	84	67.5	63	43.5	22.5	21	13.5	18	6	6	4.5	9	6	3	4.5	1.5	3	1.5	1.5	1.5	3	0	1.5	3	3	1.5	1.5	0	1.5
2152.1	9884	7562	5556	3835	2707	1802	1209	822	553	412	273	176	146	100	87	64	47	41	23	21	15	18	15	10	7	10	6	8	2	2	3	3	0	1	0	3	2	3	1	0	1	0	2
2151.8	9785	7553	5520	3887	2704	1770	1228	896	565	425	279	186	136	101	81	61	55	34	33	33	19	13	14	10	5	13	5	6	2	4	2	2	1	1	1	2	2	1	0	0	0	0	1
2151.5	9841.5	7650	5497.5	3978	2811	1794	1192.5	921	576	418.5	276	199.5	148.5	103.5	82.5	75	64.5	42	25.5	21	19.5	10.5	19.5	9	4.5	18	4.5	3	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	3	1.5	0	0	0	0	0
2151.2	9882	7581	5491	3926	2741	1774	1227	790	590	391	285	223	143	106	87	64	51	46	34	24	17	16	15	11	4	10	3	6	5	2	1	1	4	1	3	2	2	1	1	0	0	0	0
2150.9	9810	7528	5604	3940	2760	1813	1244	767	592	436	275	201	139	105	101	54	38	39	27	24	16	15	14	10	7	7	5	6	5	4	1	1	4	0	2	2	3	2	0	0	0	1	0
2150.6	10023	7426.5	5538	3919.5	2752.5	1770	1279.5	775.5	553.5	408	288	189	163.5	121.5	100.5	61.5	34.5	42	22.5	19.5	16.5	12	15	7.5	7.5	6	4.5	4.5	7.5	1.5	1.5	0	3	1.5	1.5	1.5	1.5	0	1.5	0	0	1.5	0
2150.3	9944	7514	5424	3878	2709	1843	1276	771	517	400	272	199	153	108	79	66	50	30	31	22	22	17	10	14	7	4	5	8	6	4	4	2	3	3	2	1	2	1	1	0	0	1	0
2150.0	9806	7575	5396	3864	2712	1808	1263	794	559	388	291	204	136	106	66	58	49	41	33	24	19	21	8	10	8	4	5	10	4	4	4	3	2	1	2	3	1	1	0	1	0	0	1
2149.7	9898.5	7497	5467.5	3915	2688	1848	1209	820.5	583.5	418.5	301.5	181.5	129	100.5	75	61.5	51	40.5	39	18	24	19.5	9	19.5	6	9	4.5	6	0	6	3	1.5	3	0	1.5	1.5	0	0	0	1.5	0	0	0
2149.4	10017	7553	5454	3941	2691	1831	1236	856	566	397	273	205	138	103	89	65	51	31	31	16	19	14	10	13	7	10	8	4	2	4	2	0	2	1	0	0	0	1	0	1	0	1	0
2149.1	9897	7438	5444	3835	2704	1820	1276	868	603	415	275	202	146	94	93	77	41	32	33	20	21	14	10	6	13	9	3	5	3	4	2	1	4	3	1	1	1	0	0	0	2	0	1
2148.8	9768	7457	5403	3788	2646	1678	1230	824	539	343	225	160	120	74	67	56	26	28	20	13	9	6	6	0	9	4	2	2	2	2	2	1	2	1	1	2	1	0	0	0	0	0	0
2148.5	9771	7352	5378	3834	2579	1703	1199	785	445	322	203	128	91	58	39	30	23	12	10	4	1	2	1	0	2	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2148.2	9895.5	7353	5514	3841.5	2658	1678.5	1165.5	747	454.5	318	189	136.5	88.5	73.5	36	24	18	13.5	10.5	3	3	0	1.5	0	0	1.5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2147.9	9918	7530	5592	3931	2690	1749	1238	785	507	355	221	173	100	83	43	29	21	19	12	11	6	3	7	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2147.6	9946	7737	5751	4219	2919	2072	1494	968	650	518	350	263	173	145	101	66	57	53	33	35	16	16	17	17	12	9	7	5	6	4	4	1	0	1	3	2	1	1	0	0	0	0	0
2147.3	10345	8179	6235	4813	3645	2785	2113	1600	1214	987	741	626	485	399	339	266	206	181	141	119	113	101	73	76	60	39	32	30	21	19	16	15	7	7	12	7	3	3	2	2	4	3	3
2147.0	10509	8398.5	6498	5046	3877.5	3055.5	2364	1801.5	1473	1125	910.5	747	639	529.5	427.5	355.5	315	247.5	222	189	169.5	127.5	96	78	85.5	43.5	51	43.5	34.5	30	15	27	10.5	12	16.5	9	6	7.5	4.5	4.5	4.5	6	4.5
2146.7	10455	8388	6463	4997	3728	2859	2195	1699	1358	1015	792	670	543	451	382	307	267	226	201	160	133	99	89	66	56	55	44	32	47	31	20	20	9	10	11	6	8	9	3	6	2	3	4
2146.4	10480	8368	6549	5064	3910	3046	2340	1865	1388	1160	944	731	572	459	384	311	242	225	190	170	139	99	96	65	56	54	37	38	34	27	18	15	14	15	12	10	10	7	6	5	6	0	5
2146.1	10579.5	8340	6583.5	5073	4020	3154.5	2497.5	1903.5	1480.5	1228.5	1014	814.5	624	528	400.5	366	271.5	174	216	177	156	109.5	90	60	54	46.5	36	40.5	27	30	15	13.5	13.5	15	12	16.5	16.5	3	7.5	6	7.5	0	0
2145.8	10593	8463	6630	5254	4195	3275	2545	2000	1649	1326	1081	852	743	567	469	388	347	257	226	186	163	135	120	92	93	70	59	54	38	33	30	37	19	16	11	11	16	8	4	6	7	3	5
2145.5	10668	8651	6758	5491	4200	3268	2654	2140	1748	1468	1221	992	845	692	599	467	405	361	291	243	212	224	167	145	130	111	77	58	49	57	40	33	29	22	22	19	17	12	10	11	8	7	6
2145.2	10582.5	8568	6628.5	5179.5	3964.5	3112.5	2515.5	2074.5	1525.5	1324.5	1002	862.5	753	603	501	417	348	306	274.5	192	174	183	111	103.5	87	91.5	58.5	43.5	34.5	37.5	42	27	25.5	22.5	21	16.5	27	12	10.5	7.5	6	10.5	4.5
2144.9	10515	8540	6697	5215	4005	3220	2414	1999	1533	1280	972	850	682	565	439	385	338	277	239	169	163	147	90	84	73	63	54	42	45	25	27	20	16	20	16	17	14	9	8	10	4	7	3
2144.6	10436	8615	6686	5146	4009	3126	2402	1890	1494	1230	972	805	658	569	463	352	319	300	210	190	178	123	117	114	67	68	52	41	44	33	29	11	18	13	19	16	4	6	7	10	3	2	2
2144.3	10375.5	8469	6429	4987.5	3765	2883	2200.5	1650	1314	1071	799.5	691.5	555	463.5	384	277.5	268.5	238.5	190.5	118.5	133.5	97.5	96	94.5	49.5	64.5	43.5	22.5	42	25.5	16.5	10.5	16.5	12	7.5	7.5	6	6	4.5	7.5	6	3	4.5
2144.0	10480	8359	6401	4954	3779	2841	2173	1658	1290	995	859	661	513	425	372	241	241	192	177	105	105	93	69	67	42	41	30	31	27	19	19	11	9	9	8	4	8	7	2	3	4	4	2
2143.7	10378	8223	6267	4741	3588	2664	2020	1502	1156	905	735	581	464	355	285	204	168	166	131	105	79	77	60	47	30	33	24	22	14	14	9	12	5	13	4	2	5	5	0	2	2	1	1
2143.4	10264	7877	5883	4272	3105	2260	1600	1077	757	584	396	329	236	186	144	98	81	64	51	48	24	41	32	13	12	12	10	7	7	5	6	6	2	7	4	0	2	1	0	1	0	1	1
2143.1	9975	7533	5733	4012.5	2794.5	1953	1335	871.5	562.5	433.5	264	205.5	127.5	87	72	48	49.5	12	13.5	16.5	3	7.5	7.5	10.5	1.5	0	1.5	0	1.5	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0
2142.8	9914	7658	5676	4010	2795	1825	1248	848	507	378	248	170	105	66	52	32	25	9	6	12	7	6	3	8	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2142.5	9904	7652	5627	3962	2845	1850	1203	808	543	353	247	171	118	78	39	26	20	14	7	9	7	5	0	2	1	2	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
2142.2	9981	7801.5	5607	4008	2881.5	1869	1185	822	592.5	381	289.5	175.5	124.5	85.5	33	34.5	25.5	21	10.5	10.5	7.5	4.5	1.5	3	0	3	3	0	0	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0
2141.9	10011	7808	5571	3990	2755	1905	1246	835	554	401	248	167	129	104	46	35	19	18	10	5	6	3	5	2	1	2	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
2141.6	9988	7690	5582	3944	2784	1931	1268	910	600	420	279	186	140	105	68	33	39	21	17	14	10	4	2	5	4	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2141.3	10132.5	7753.5	5922	4267.5	3024	2148	1477.5	1111.5	760.5	531	396	283.5	213	153	99	82.5	63	37.5	34.5	28.5	21	16.5	12	18	6	9	4.5	3	0	3	0	0	1.5	0	0	1.5	0	0	0	0	0	0	0
2141.0	10571	8266	6494	4875	3754	2854	2154	1650	1246	1020	775	626	492	402	294	247	205	157	148	105	122	69	72	56	32	34	29	28	22	17	15	13	12	12	6	4	5	4	6	1	1	2	1
2140.7	10920	8731	7049	5501	4423	3462	2886	2282	1864	1586	1231	1005	924	696	615	561	440	408	320	277	243	175	167	145	101	106	96	56	66	55	51	43	38	29	24	24	21	13	15	11	6	3	10
2140.4	11017.5	8961	7129.5	5797.5	4723.5	3811.5	3084	2565	2119.5	1795.5	1423.5	1282.5	1077	918	765	682.5	514.5	505.5	435	346.5	333	271.5	238.5	196.5	163.5	160.5	126	115.5	93	87	85.5	66	67.5	43.5	46.5	45	27	22.5	22.5	19.5	16.5	13.5	18
2140.1	10854	8846	6983	5695	4494	3680	2827	2403	1911	1622	1317	1153	922	801	697	585	485	447	329	281	269	236	207	190	170	140	105	95	84	68	67	52	63	30	39	27	22	23	20	21	17	16	13
2139.8	10042	7842	5885	4477	3250	2373	1736	1288	884	720	508	387	324	247	226	171	131	114	88	69	73	52	42	48	33	45	23	21	22	17	14	17	16	10	11	6	5	4	4	4	3	4	3
2139.5	9508.5	7335	5272.5	3831	2646	1807.5	1206	802.5	511.5	391.5	252	142.5	97.5	64.5	28.5	39	21	10.5	18	7.5	4.5	3	3	3	0	7.5	0	1.5	3	1.5	0	3	0	0	0	0	0	0	0	0	0	0	0
2139.2	9463	7379	5244	3671	2485	1735	1113	711	469	314	194	128	72	58	28	37	12	7	9	4	4	2	5	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2138.9	9591	7254	5237	3669	2517	1638	1074	678	445	265	165	136	66	41	31	25	9	8	10	6	2	3	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2138.6	9629	7232	5253	3680	2515	1648	1050	692	429	295	166	118	68	40	28	28	7	11	8	5	3	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2138.3	9628.5	7261.5	5302.5	3702	2434.5	1642.5	1018.5	726	406.5	288	169.5	106.5	49.5	43.5	22.5	13.5	15	12	6	4.5	1.5	3	1.5	0	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2138.0	9755	7393	5349	3743	2535	1645	1034	728	438	287	167	100	65	38	30	20	21	10	7	5	2	5	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2137.7	9901	7507	5587	3965	2690	1778	1140	789	500	324	189	139	92	77	33	34	22	14	5	5	8	3	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2137.4	9955.5	7629	5623.5	3963	2736	1764	1162.5	753	535.5	328.5	198	168	99	64.5	37.5	36	22.5	10.5	7.5	6	6	4.5	6	1.5	0	3	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2137.1	10065	7614	5615	3868	2741	1722	1160	760	501	334	222	152	88	61	47	34	19	11	10	8	7	2	3	3	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2136.8	10173	7674	5560	4004	2738	1769	1086	792	519	306	206	137	82	59	37	28	16	11	10	9	5	2	2	4	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
